content,year,prediction
热泪图片李同学李士营第版要闻专栏新闻摄影比赛热泪月日上午济南军区陆军学院战士姜洪刚正在长清县团山靶场执行任务突然听到附近女厕所里婴儿啼哭声他当即喊来一个妇女看个究竟发现一个新生女婴产妇已昏迷他把病人和婴儿背到宿舍并请来医生产妇恢复正常后小姜又用平板车把母女俩送回家产妇的婆婆流出了感激的热泪李同学李士营摄,1989,0
乘除速算一口清许宝健第版国内新闻专栏乘除速算一口清本报北京月日讯个位数的加减混合运算仅用秒钟就得出结果来自齐齐哈尔市的女学生郭晶和小伙伴今天在这里向专家学者表演变式乘除一口清速算法受到高度评价这一算法发明者是齐齐哈尔财政研究所副所长宇文永权许宝健,1989,0
探讨当前电影现象追寻发展轨迹评论界谈崔嵬艺术和王朔作品郭玲春第版文化生活体育专栏探讨当前电影现象追寻发展轨迹评论界谈崔嵬艺术和王朔作品据新华社北京月日电记者郭玲春一个已故去的艺术大师崔嵬一个刚跃上文坛的新人王朔这本不属于同一时代又不相干连的名字偶然中被排列在一起研讨他们电影作品的两个学术会议恰好于同一时间月初在北京举行从而引起记者的联想与兴趣特定历史年代所造就的崔嵬达到了世界观与艺术观的统一政治倾向与生活真实性的统一革命气概与艺术品格的统一从抗日时期改编街头剧放下你的鞭子到年代中国电影的一段黄金季节里执导的青春之歌小兵张嘎杨门女将等都是成功的例证电影评论家马德波称他是生逢其时之后呢他说以政治斗争为纲垄断艺术领域曾经领一代风骚的大师的灵感和魅力也不能随心所欲了但无论持何种观点的评论者都肯定崔嵬在中国电影史上的功绩至今仍不失光彩王朔带着漂泊的城市青年走上银幕评论家雷达认为是当代必然出现的文化现象尽管王朔的小说多是调侃的即兴之作而几位导演对改编的影片却格外认真米家山想用顽主来近距离地观照生活黄建新希望以轮回的改编介入现实并发出呼喊但不少评论界人士却感觉不好他们承认作品因为宣泄了当代青年的某种情绪而引起共鸣也嘲笑批判了陈腐与僵化然而那调侃与冷嘲中也有对人生的虚无对丑恶缺乏更深刻的思考否定与批判缺乏力量一笔过去的遗产和一种眼前的现象同时摆在面前时人们作怎样的估量北影厂长宋崇称崔嵬的艺术是一座待开发的金矿有人说蜂拥而上的王朔电影或许会从银幕上匆匆掠过这预测有待验证这里且不论影片的优劣但不妨从他作品的出现及电影的一拥而上想一想这种现象的本身给了我们什么样的提示,1989,0
有人说一个朋友一条路一个冤家一堵墙李素芳不信这个她说党给我的路已经很宽了抠书记张肖明第版国内专页政治法律专栏一身正气有人说一个朋友一条路一个冤家一堵墙李素芳不信这个她说党给我的路已经很宽了抠书记抠书记姓李名素芳是山西省闻喜县工艺厂的掌舵人也是二轻系统唯一的女书记抠书记抠到了家一天她一家人围坐一桌吃晚饭丈夫问听说咱粮本上的存粮都退了嗯找了多少差价元丈夫又问钱呢李素芳说厂里急着到西安拉染料没有钱我把那钱也垫上了大儿媳一撇嘴说妈你不是准备给弟弟的未婚妻扯布吗布价越来越高了二儿子动了火气妈厂里职工外出学习你把钱垫上有人出差你也把钱垫上买办公用品你还把钱垫上今天听说你还借了多块钱给厂里花呢妈你就不看看你当的什么家全家人工作买不起一台彩电夜里李素芳不能入睡细细想来确有些愧对儿女别人家都盖楼房自己家一砖没动也不是弄不来钱厂里规定每搞到一吨原料奖励元掐指算来自己前前后后搞回吨半原料能得元但是她都没要为的是全厂能上下齐心打翻身仗拿今天的事来说还是为的厂里穷这几年生产好转挣钱就赶快还国家贷款遇到事有时三十五十都拿不出只好借不借就无法继续生产谁愿意这样做在厂里还有人骂她抠死鬼李素芳不聋不傻当然都知道但是不抠她心里就过不去看见谁动了厂里的一草一木比谁欺负她孩子都劲大她会不顾一切和你干前年厂里上新产品因生产需要要把水暖改成汽暖工程队的头儿是个熟人结算时那人满不在意地坐到对面椅子上掏出了结算单李素芳接过来一看投工个按每个工元计合计元李素芳一看就冒了火没有这么多工头说李书记行行好你批了就算事呐拿一个厂还亏我私人吗李素芳说可是谁也别想亏厂里李素芳见他还要软磨下去就马上把办公室主任与车间的负责人都叫了来李素芳是个精明人她早安排下两个人记着工呢三个人锣对锣鼓对鼓地逐天核对结果满打满算个工李素芳为厂里抠得元也为自己堵了一道墙李素芳可不是看人下菜的人就是对厂里干部她也一样认理不认人有一次厂里派一个干部去买石棉瓦拿回来的发票是单价元块石棉瓦共计元开票单位是一个门市部不是说到物资局买吗一遇这事李素芳就一刻也坐不住了跑到物资局一问物资局说有这回事可单价是元显然这个干部换了发票从中取利元她径直找到那个干部揭了事情的底儿最后说了一句话这个条子我不批这类事情工人们还会给你举出许许多多有人说素芳你这样四面树敌就不给自己留条路吗李素芳说人民给我的路就很宽我不需要别的路张肖明,1989,0
欧亨尼奥简评世界女排形势第版文化生活体育专栏体育欧亨尼奥简评世界女排形势新华社哈瓦那月日电古巴女排主教练赫奥尔赫欧亨尼奥今天在这里接受本社记者采访时说年的世界女子排球运动在各个方面都达到了一个新的高度欧亨尼奥指出特别是近年来许多国家的女子排球运动都上升到一个非常高的水平现年岁的欧亨尼奥在他年的运动生涯中曾率领古巴女排多次在国际比赛中获胜他在谈到正在古巴首都举行的友谊杯女排赛时说苏联队和古巴队中许多队员曾是年在中国参加全明星队比赛的成员而民主德国巴西等队技术有了较大提高联邦德国意大利匈牙利和希腊等欧洲国家女队正在迎头赶上到本世纪末将扬威国际排坛在展望今年月举行的第五届世界杯女排赛时欧亨尼奥看好苏联队他说苏联队是一支经验丰富的队伍他赞赏中国女排新近的改组他说新近的改组眼下会削弱中国女排的攻击力但对将来具有重要的战略意义欧亨尼奥指出无疑中国女排在不久的将来仍将是世界三强之一,1989,0
磨难显真情读梅志的往事如烟伴囚记孙乃修第版副刊专栏品书札记磨难显真情读梅志的往事如烟伴囚记孙乃修每个民族都有自己杰出的女性我对沙皇俄国素来厌恶然而对坚强的俄罗斯女性却一向极敬佩说起这种敬佩含有爱慕也不妨因为敬与爱向来是相伴而生的屠格涅夫笔下的俄罗斯女性总比男性强她们性格坚强心灵纯真教养深厚举止优雅对生活充满热情并且有着为理想而献身的崇高精神娜达丽亚罗亭叶琳娜前夜以及门槛中那位不怕粉身碎骨而勇往直前的女郎就是极好的例子涅克拉索夫写的长诗俄罗斯妇女描写的十二月党人妻子也是如此她们把夫妻间深挚纯真的爱和对真理的追求融为一体把伟大的爱情和为事业而献身的崇高牺牲精神结合在一起在她们的丈夫为俄国的解放事业而遭到沙皇镇压被流放到冰天雪地的西伯利亚时她们抛弃了自己的贵族地位和豪华生活毅然踏上充满艰难的漫漫征途去西伯利亚寻找自己的丈夫每当读到这些作品都感到有一股圣洁的热流从书的字里行间流溢出来一直流进心灵深处从胡风夫人梅志的两本追忆往事的书往事如烟和伴囚记中我不仅看到了一个坚持自己信念不畏迫害的正直知识分子的性格形象而且也看到了我们民族的一位坚强女性的身影重大的人生灾难能见出非凡的人格年出现了震动中外的胡风反革命集团案件从年冤狱铸成到年获得解放漫长的余年囹圄生活和精神磨难为这对患难夫妻的人生历程和爱情生活增添了浓厚悲壮的战士色彩梅志的文笔是平实的她记述了和胡风一起度过的那些难忘的日日夜夜记述了自己心灵的痛苦和喜悦爱与憎然而所有这些感情的表述又都是那么朴实那么深沉那么柔韧显示出一位温文优雅情感深挚的中国知识分子女性的性格同时又与胡风那种嵚崎磊落刚强不阿勃然大怒的男子汉性格形成绝妙的对照书中记述的许多细节小事虽然都是信笔淡淡写来但却都浸透着深刻的思想情感读来令人感动令人恻然往事如烟中写到与离别十年的丈夫相见时的情景那强忍住感情静静然而有力的握手无言的久久对望一缕缕悲哀袭上我的心头伴囚记写了这样一件小事在四川的劳改茶场有一天我忽然看到了一枝早开的白色小茶花还是两朵并蒂的这使我忆起了年春在广东东江游击队住的山寮附近也有几丛茶树正开着这样白色的小茶花指胡风那时还特意采了一朵也是这样的双双开在一起的小花送给我现在我将花采下很高兴地递给他想唤起美好的回忆来使他心情愉快些但他接过花只淡淡地用忧伤的眼神望着它在胡风患病卧床期间她发现丈夫的睡容有静穆的安详的美心里一阵发颤可别这样离我而去啊不我决不能让你比我先走你还有许多事要做你还有许多话要说你不能带着这不白之冤轻易地离开人世呀你要活下来我不敢抱着他痛哭只有坐在他身旁饮泣她信笔写下小诗大山小山压在你的肩上别屈膝别倒下中表达自己的意志大难临头作为妻子她不是埋怨或离开丈夫而是坚强地挺住她深知丈夫的人格和事业她要和丈夫站在一起一切幻想都破灭了我将面对现实和一起奔向未知的前程她同丈夫一同又去坐了六年牢这只有极少有慧眼有意志有操守的女性才能做到胡风说得很对只要我们在一起就是一个家有你我就有了一切一位坚韧的女性她的力量和温暖往往正是一位不屈的志士赖以成功的最重要因素之一这是两本用血和泪写成的沉甸甸的小书从这里我们窥见两颗坚强的心灵用血浇灌出来的崇高的爱情之花,1989,0
知识与金钱李德民第版国内专页教科文专栏知识界纵横谈知识与金钱李德民据报载浙江一位品学兼优的大学生刊登征婚广告后收到一位姑娘的来信读书苦读书忙读书有啥用场像你握着笔杆的不如讨饭像你这种全世界顶背时的背时鬼纯粹给大学生闹笑话文化当不了饭吃理想当不了钱花现在的姑娘都吃人民币像你这种有笔杆没有人民币的只有娶个岁的老太婆如果你今后娶上老婆劝你的儿女不要上大学读到小学五年级够了现在都有计算机劝他卖甲鱼那时他就成亿元户了我不知道是否真有这样一位姑娘写出这样一封用语刻薄的来信也许是哪位男士杜撰出来的不管怎样它确实反映了一种社会心态读书无用书中哪有什么颜如玉颜如玉把书生羞辱了一番尽管那位大学生被说得如此寒碜可是千百万中学生还在争着考大学有些家长勒紧腰带供孩子自费上大学须知一个自费生要花一两万元啊据说现在我国名大学生中就有名自费生这又表明大学还是有巨大的吸引力的一个例子是大学生征婚被羞辱另一方面又是大学具有巨大吸引力两者之间似乎有着难以解释的矛盾其实略作分析可以看出其中知识与金钱的复杂关系吃人民币的姑娘看重金钱学生上大学得到知识知识不等于金钱或者说知识的多少与金钱的多少不成正比所以吃人民币的姑娘不愿下嫁大学生有人把话说穿了所谓读书无用其实是读书无钱明知读书无钱或钱不多却有那么多青年争着进大学这种现象又怎么解释是为了混张文凭谋个一官半职是为了端上个吃不好也饿不死的铁饭碗抱着这类目的上大学的不能说没有但大多数人上大学还是为了学知识知识终究是有用的但是这知识与金钱之间的比例失调显然会影响学生追求知识的积极性更不利于知识转化为金钱不只是知识分子的劳动应取得的报酬还关系着整个社会财富的增加全体人民生活水平的提高,1989,0
全英羽毛球公开赛开始角逐数名种子选手第一天即被淘汰李宗扬符泉生第版文件报告体育专栏体育全英羽毛球公开赛开始角逐数名种子选手第一天即被淘汰新华社伦敦月日电记者李宗扬符泉生全英羽毛球公开锦标赛第一天有名单打种子和对混双种子选手被淘汰其中号种子中国的熊国宝和号种子马来西亚的傅国强在男单第一轮即遭失利今天进行了男女单打和混合双打的两轮比赛中国男女各有名选手参加单打比赛有两对选手参加混双角逐战绩忧喜各半号种子杨阳和非种子吴文凯连过两关进入男子单打第三轮女将李玲蔚号种子孙小青号种子和周雷杀入女单第三轮混双赛过两轮后已剩对选手号种子中国王朋仁史方静进入强蒋国良农群华在第二轮以输给丹麦选手熊国宝是以和负于英格兰选手巴德利的另一名中国男选手何国权也在第一轮失利女子单打的两名并列号种子都在第二轮被淘汰中国的尚幅梅以输给丹麦哈滕斯瑞典马格努松因伤退出比赛在混双比赛中被淘汰的种子是丹麦的克努森尼尔森号种子他俩在第二轮以负于南朝鲜的李相福郑素英,1989,0
娱乐功能及其他荒煤第版文艺评论专栏娱乐功能及其他荒煤在一片呼唤电影娱乐片大潮来临的时候有人在报刊上对娱乐片的一种功能明确提出电影不应回避性的问题而娱乐片主要给观众以替代式的性满足观影者借影片宣泄自己的欲望观众花钱买票实际上买的是宣泄自己被压抑的情绪现在问题是我们在多大程度上容许观众付钱买这种欲望还有人说电影表现性不应争取脱的程度脱得一丝不挂就没有戏了而应有性感表现有突出性感特征的男性和女性也有人不同意认为不一定脱衣服才能吸引观众不一定表现性才能赚钱还有人担忧人追求刺激无止境如大众喜欢什么就给什么结果如何我作为一个电影战线上的退伍老兵对电影界正在讨论的娱乐片的概念还弄不太清楚一时还难以发言例如为什么一定要把影片分为艺术片娱乐片什么叫做娱乐片主体论什么才是主旋律难道现在倡导的娱乐片都不是艺术艺术片就没有娱乐性娱乐片中不可能有主旋律主旋律中不能给人娱乐但就我记忆所及讨论娱乐片如此坦率地把性和娱乐功能被压抑的欲望脱得一丝不挂赚钱等等联在一起谈倒是建国以来破天荒的第一次而且听说尽管电影局有关领导方面对某些影片劝说下令删剪某些镜头还有不少娱乐片总要或多或少来点裸体半裸体以至床上镜头可见不仅是有理论也在不断实践了这就不免让我这个老兵有点担忧因为电影艺术这些年来电影艺术这个名词似乎都少用了如果把性和赚钱联系起来考虑结果肯定是不妙的这只能导致电影走西方社会影视的老路文艺表现人的生活表现社会现实生活中的各种人际关系以及各种矛盾都不能不表现人的欲望思想情感和情绪自然既有被压抑的欲望思想情感和情绪也有不受压抑的欲望思想情感和情绪如果说这就是文艺的功能文艺作品的娱乐作用也未免把文学艺术的功能看得太简单了可是如果要求通过文艺作品去满足人们的所有的欲望不论是应该有的或不应有的能够得到的或不能得到的去宣泄这种被压抑的情感那会产生什么样的艺术近一个世纪以来世界电影艺术发展的道路证明各个国家的确不断产生了有巨大国际影响的许多优秀影片然而大量的庸俗低级甚至色情的影片泛滥成灾即使西方有良知的评论家也只以四个字性与暴力加以概括否定在香港就叫做床头拳头片而且往往受到社会舆论的谴责因为性与金钱美女与富裕生活在西方世界也不可能是人人都可以获得满足的欲望甚至也只能是被压抑的欲望那么为了获得金钱美女只得诉之于暴力用暴力来取得金钱与美女于是从小偷骗子各种杀人犯强奸犯贩卖妇女集团走私集团财团高级官员和大企业家国际间谍士兵与军官记者与明星无不卷入金钱美女的搏斗之中甚至不惜使用一切残酷手段和方法来获取这种种机遇和条件以享受这种满足这就是西方商业片千变万化万变不离其宗的性与暴力的大潮这也就是他们无时无刻尽一切可能捧出一个又一个性感明星的根本原因难道中国电影也需要加入这种老潮流说得更坦率一些中国电影需要参加这种性和暴力的竞赛么我看要娱乐片在性字上作文章是没有出路的我希望真诚的艺术家不必考虑我们在多大程度上容许观众付钱来满足这种欲望了我看到最近一期中国电影周报的一段消息不免有点脸红美国加州大学电影系教授布朗社会学系主任季博思对中国电影制作业无钱拍艺术片不得不大量拍摄娱乐片表示惋惜他们说在美国作过调查一个时期影视播放的暴力色情片这个时期犯罪率就明显上升我在美国和国内都会晤过布朗教授是一位多次来华讲学热情研究介绍中国电影艺术的我们的好朋友现在正在积极奔走筹资准备在年在美国举行一个中国电影的研究讨论会我不知道他怎么会得到这个印象我们无钱拍艺术片果然是穷到这种地步了么而且还穷到要表现性感来赚钱我想到此不能不脸红,1989,0
国务院中央军委规定部分边海防军官农村家属可以在原籍转为城镇户口第版国内新闻专栏国务院中央军委规定部分边海防军官农村家属可以在原籍转为城镇户口据新华社北京月日电国务院中央军委新近规定人民解放军边海防等部队部分农村户口军官家属可在原籍转为城镇户口国务院中央军委为批转公安部总政治部等部门的报告发出的通知指出人民解放军驻边防海岛沙漠和边远地区的部队担负着建设和保卫边防海防的艰巨任务由于受驻地条件的限制部分符合随军条件的军官家属不能随军给军官及其家属的生活带来了许多困难对这些部队中符合随军条件而家居农村不能随军的军官家属允许其在原籍转为城镇户口并安排适当工作有利于军官思想的稳定和边疆部队的建设通知要求各地区各部门各单位要从巩固边防海防和国家安全的大局出发对家居农村的军官家属的转户办理城镇居民粮油供应手续安排工作和子女入学等积极落实,1989,0
