content,year,prediction
李岚清参加政协无党派工商联九三学社和教育界委员讨论把科教改革和发展推上新台阶李守静贾奋勇赵京安第版要闻专栏李岚清参加政协无党派工商联九三学社和教育界委员讨论把科教改革和发展推上新台阶本报北京月日讯中央人民广播电台记者李守静新华社记者贾奋勇本报记者赵京安报道中共中央政治局常委国务院副总理李岚清今天到中土大厦妇女活动中心中协宾馆分别看望出席全国政协九届二次会议的无党派工商联九三学社和教育界委员认真听取委员们的发言并发表讲话在政协无党派工商联委员的联组讨论中王元刘永好叶朗张宏伟庄公惠汪远思汪纪戎王鹤龄张洽林兆平等委员先后就科技教育体制改革个体私营经济发展医疗保险制度改革环境保护等问题发言来自九三学社的闵乃本谢丽娟韩启德高庆冯培恩委员在小组讨论中分别就加强创新人才建设国有企业技术进步高校人才培养远程教育等问题发言在教育界委员的联组讨论中谷超豪李德仁梁植文王沛清刘鸿庥茹克叶穆罕默德沙健孙刘桂真丁川杨福家谢衷洁查建中等委员先后发言探讨了高层次创新人才的培养高校和科研院所实施创新工程职业教育扶持民族困难地区教育加强高校文科教育民办高教和研究生教育等问题讨论中委员们发言踊跃气氛热烈李岚清认真听取委员们的发言不时记下他们的意见和建议他对政协委员参政议政的责任感和热情表示赞赏和感谢他说委员们的发言是在认真调查研究的基础上提出的切合实际言之有物很有水平委员们有关科技教育等方面工作的建议意见有见地有针对性对政府决策和改进工作很有帮助今年我们将召开全国技术创新工作会议和第三次全国教育工作会议分别解决推动科技产业化和全面实施素质教育的问题努力把我国的科技教育改革和发展推上一个新台阶希望委员们继续深入地开展调查研究对政府工作提出更多更好的意见建议我们将认真加以听取和研究把政府的工作做得更好全国政协副主席钱伟长任建新钱正英孙孚凌朱光亚经叔平王文元也一起看望委员并参加讨论,1999,0
主持人我对你说毕卫东张树君震霏王群刘学恭江一丁第版文化专栏大家谈主持人我对你说大家谈真诚为立身之本真诚是一名成功主持人的立身之本到目前为止赵忠祥倪萍的音容笑貌还在观众心目中记忆犹新说到底就是因为他们把真诚留给了观众从当前一些电视主持人来看之所以与观众有着较长的距离感并非节目不好而是让观众觅不到真诚从而影响了观众对主持人的感情我比较喜欢看的是中央电视台二套节目生活栏目两位主持人文清和赵琳就好像我生活中的知己一天不看生活就像是对不起朋友似的北京市信箱分箱驻警毕卫东为中老年主持人投一票目前我国电视节目主持人过于年轻化一色的美男靓女但有些节目未必适合青年主持人中老年人一般经历丰富知识面广具有沉稳庄重老练等特点他们做电视节目主持人有年轻人无法替代的优势我认为如介绍一些名胜古迹古代文学古典音乐古典绘画古代人物风情民俗等文化节目和科技教育卫生法律等等可信度强的节目都适宜中老年主持人另外目前的儿童电视节目主持人大都是大哥哥小姐姐缺少爸爸妈妈爷爷奶奶辈缺少像孙敬修那样给孩子们讲故事的老爷爷张树君欣赏崔永元实话实说栏目之所以一炮走红得到观众的肯定除去编导选题精心制作等因素之外有不少观众实际上就是冲崔永元去的崔永元不落俗套独辟蹊径成功的开创了平民化主持风格他不是帅哥长着一张再普通不过的脸一身朴素无华的服装领带也不打笑眯眯手持话筒有时干脆坐在观众席里与大家侃家常没有了那司空见惯居高临下的高傲更见不到时下电视节目主持人大喜大悲的通病他带给大家的是随和自然放松及恰到好处的分寸感他从不用那些哗哇的字眼和语气擅长留出让观众自己回味与思考的空间承德市震霏乞讨掌声不足取时下乞讨掌声似乎成为主持人惯用的手段节目还没开始主持人掌声鼓励掌声伺候掌声欢迎掌声不够响大家再来一遍已不绝于耳掌声是观众与表演者情感的呼应与交流那种乞讨的做法不仅拉开了表演者与欣赏者的感情距离也败坏了舞台风气使演出活动变得格外俗气河北宣化部队政治部王群贵在个性中央台的焦点访谈节目很让人叫好除了它所反映的内容是广大群众关心的焦点外单讲主持人的风格气质和学识也给人一种享受还有王刚主持的东芝动物乐园他那种带有磁性的幽默语言俨然就是一个动物学专家有些电视主持人要么空有一副好脸蛋要么就装腔作势玩深沉要么就是风格作派与所主持的节目内容相去甚远北京香山部队刘学恭如何称呼观众我每天看电视有时听广播不少主持人称观众或听众为老百姓至少我感觉很不舒服总有点觉得主持人高高在上的样子主持人称观众朋友工人朋友农民朋友感到很亲切一位女主持人就经常在台上讲老百姓长老百姓短去年北京青年报有她一小段讲话约二三百字她至少说了五个老百姓北京江一丁,1999,0
从效果看作用全国政协九届二次会议大会发言述评之三李德金郑宏范第版两会专版专栏从效果看作用全国政协九届二次会议大会发言述评之三本报记者李德金郑宏范月日至日出席全国政协九届二次会议的多名全国政协委员冒着春寒踏着春雪连续三次步入庄严的人民大会堂进行本次大会的一项重要议程听取委员大会发言大会发言是委员们参政议政行使民主权利的重要形式近年来其作用其影响日渐显著不断扩大人们说大会发言已成为政协会议上的一部重头戏大会发言领导关注近年来每次的政协大会发言都有党和国家领导人莅临听取委员意见今年三天的大会发言李瑞环丁关根罗干钱其琛温家宝王忠禹等来到人民大会堂倾听政协委员们建言献策从全国政协八届一次会议开始委员进行大会发言时就专门在人民大会堂前排设立了部长席部长席的设立有助于党政领导更直接地听取委员的意见有利于委员更直接地为政府工作建言献策至今中共中央和国务院各部委领导同志到会听取政协委员意见的已近人次今年坐在部长席上听取大会发言的有名部委局负责人其中有国防科工委主任刘积斌人民银行行长戴相龙教育部部长陈至立科技部部长朱丽兰水利部部长汪恕诚劳动和社会保障部部长张左已卫生部部长张文康国家计生委主任张维庆民航总局局长刘剑峰国务院台办主任陈云林国务院侨办主任郭东坡等大会发言委员关注由于每年的大会发言党和国家领导人新闻媒介高度重视委员们的意见建议能够收到良好效果因此要求在大会上发言的政协委员逐年增多今年委员们提交大会发言稿非常踊跃尽管大会要求发言者的发言时间不得超过分钟即使这样最终能够走上大会主席台发言的仍被委员们视为幸运者正因为这样有机会发言的委员们对发言准备认真细致一丝不苟今年被安排大会发言的董辅礽郭国庆巴音朝鲁徐冠华傅庚辰等委员在大会发言材料印发后仍然反复推敲精益求精在登台发言前又对发言稿作了最后的修改大会发言反响强烈多次参加政协大会听取委员发言的全国政协副主席李贵鲜告诉记者过去我多年在国务院工作我觉得委员们在发言中提出的意见建议对实际工作的帮助太大了今年的发言材料比以前准备得更扎实更有针对性劳动和社会保障部部长张左已月日下午挤时间来听会在两个小时的委员发言中他一直端坐在部长席认认真真地听取发言会后他告诉记者我已经连续五六年听政协的大会发言了感受最突出的一点是大会发言非常有水平他说薛昭鋆委员关于积极稳妥地处理好下岗职工劳动关系问题的建议与劳动和社会保障部关系最密切听一听政协委员的意见和建议对我们工作决策非常有好处中国人民银行行长戴相龙也已是连续多年听取政协委员的意见了他认为这次有两个委员发言是有关金融方面的选题很实在措施也很具体听后很受启发我们人民银行应该根据委员提的建议很好地改进工作进一步把金融工作做好月日是三八国际劳动妇女节这天上午听取大会发言的两位女部长科技部部长朱丽兰和教育部部长陈至立在大会部长席第一排就座格外引人注目朱丽兰在接受记者采访时说科教兴国从根本上说是人才问题她说闵乃本委员关于加强创新人才队伍建设和王珣章委员关于促进留学人员创业园健康发展的发言与科技部的工作有直接联系委员发言我听过多次他们的发言针对性强尤其可贵的是无论从微观上还是宏观上都提出了可操作的意见我们听会就是想听到一些新的信息创意和建议政协委员的发言总体水平比较高他们提的意见和建议回去后我们要认真研究同时这也有利于各相关部门协同配合搞好工作陈至立表示委员发言提出的有关加强基础教育的问题这要作为教育部门的重中之重回去后我们将认真研究加以落实在月日的位委员发言中有位委员是做水的文章的这说明水的问题在社会上已引起广泛重视被提到议事日程在场的水利部部长汪恕诚说这几位委员谈节水的发言给他留下了很深的印象他认为政协的大会发言有两个作用一是对我们工作有启发二是对社会也是一种宣传从另一角度讲也是配合了我们的工作比如对水的认识对节水的认识对南水北调的呼吁都是对我们工作的支持月日上午中科院院士卢强委员在大会发言中介绍完他们为解决西北缺水问题所研制的一项新技术太阳能扬水喷灌系统另一位登台发言的谢丽娟委员立即找到他欲帮助他筹资万元支持这项技术的实施与此同时全国政协副主席赵南起与他约定下午时分面商如何支持这项技术从大会发言引起的反响和它所产生的效果我们欣喜地看到人民政协在履行政治协商民主监督参政议政职能中成效越来越显著作用越来越明显前景越来越广阔,1999,0
短道速滑世界团体锦标赛中国男女队双双夺冠陈键兴第版体育专栏短道速滑世界团体锦标赛中国男女队双双夺冠本报讯继申雪赵宏博在圣彼得堡获得国际滑冰联合会花样滑冰大奖赛总决赛桂冠之后月日中国冰上健儿从美国圣路易斯再传捷报中国男女队双双获得年短道速滑世界团体锦标赛冠军中国女队此次参赛的运动员是杨扬杨阳王春露孙丹男队则由李佳军冯凯安玉龙袁野组成中国女队击败了北美劲旅加拿大队亚军和亚洲宿敌韩国队季军而男队则力克加拿大队亚军及老对手日本队季军充分显示了我国冰上项目的上升趋势中国短道速滑队将在美训练一周之后于月日赴保加利亚参加月日日举行的世界锦标赛陈键兴,1999,0
江主席任免驻外大使第版要闻专栏江主席任免驻外大使新华社北京月日电中华人民共和国主席江泽民根据全国人民代表大会常务委员会的决定任免下列驻外大使一免去张成礼的中华人民共和国驻巴基斯坦伊斯兰共和国特命全权大使职务任命陆树林为中华人民共和国驻巴基斯坦伊斯兰共和国特命全权大使二免去钱锦昌的中华人民共和国驻马来西亚特命全权大使职务任命关登明为中华人民共和国驻马来西亚特命全权大使三免去关登明的中华人民共和国驻菲律宾共和国特命全权大使职务任命傅莹女为中华人民共和国驻菲律宾共和国特命全权大使四免去李清玉的中华人民共和国驻阿尔及利亚民主人民共和国特命全权大使职务任命郑阿全为中华人民共和国驻阿尔及利亚民主人民共和国特命全权大使五免去安惠侯的中华人民共和国驻黎巴嫩共和国特命全权大使职务任命刘振堂为中华人民共和国驻黎巴嫩共和国特命全权大使六免去刘立德的中华人民共和国驻科特迪瓦共和国特命全权大使职务任命赵宝珍女为中华人民共和国驻科特迪瓦共和国特命全权大使七免去肖思晋的中华人民共和国驻安哥拉共和国特命全权大使职务任命蒋元德为中华人民共和国驻安哥拉共和国特命全权大使八免去蒋元德的中华人民共和国驻佛得角共和国特命全权大使职务任命廖启平为中华人民共和国驻佛得角共和国特命全权大使九免去刘培根的中华人民共和国驻古巴共和国特命全权大使职务任命王成家为中华人民共和国驻古巴共和国特命全权大使十免去李尚胜的中华人民共和国驻牙买加特命全权大使职务任命刘大群为中华人民共和国驻牙买加特命全权大使十一免去汤铭新的中华人民共和国驻乌拉圭东岸共和国特命全权大使职务任命王珍为中华人民共和国驻乌拉圭东岸共和国特命全权大使十二免去詹道德的中华人民共和国驻巴巴多斯特命全权大使职务任命杨友勇为中华人民共和国驻巴巴多斯特命全权大使十三免去崔广俊的中华人民共和国驻基里巴斯共和国特命全权大使职务任命杨智宽为中华人民共和国驻基里巴斯共和国特命全权大使十四免去廖金城的中华人民共和国驻瓦努阿图共和国特命全权大使职务任命黄东璧为中华人民共和国驻瓦努阿图共和国特命全权大使十五任命张滨华为中华人民共和国驻汤加王国特命全权大使,1999,0
建立组织健全制度各方参与鹰潭送温暖工程形成合力傅丁根江鸿第版要闻专栏建立组织健全制度各方参与鹰潭送温暖工程形成合力本报南昌月日电江西省鹰潭市把送温暖工程经常化制度化社会化动员社会各方面力量共同关心困难职工的生活形成送温暖工程的合力建立和完善三级特困职工档案发放特困证并进行年审实行动态管理建立职工互助补充保险组织家参保人数人筹措保险储金万元教育部门为解决特困职工子女上学问题制定了条优惠措施建立了校长班主任及任课教师对特困生的家访制度使特困职工子女在义务教育阶段都能免费上学读书工商部门出台了扶持下岗职工困难职工再就业的条优惠政策和措施免收下岗职工特困职工工商管理费优先核发营业执照帮助解决经营中的困难并坚持每半年回访一次全社会的关心和支持减轻了特困和下岗职工的经济负担据不完全统计去年鹰潭市直企业有近一半特困职工摘掉了特困帽子傅丁根江鸿,1999,0
首都各界送别文学大师冰心先生李瑞环李岚清等前往八宝山为冰心送行在冰心病危期间和逝世后江泽民李鹏朱镕基胡锦涛尉健行等以不同方式表示慰问和哀悼曲志红第版要闻专栏首都各界送别文学大师冰心先生李瑞环李岚清等前往八宝山为冰心送行在冰心病危期间和逝世后江泽民李鹏朱镕基胡锦涛尉健行等以不同方式表示慰问和哀悼新华社北京月日电记者曲志红今天首都各界人士在八宝山革命公墓送别世纪老人冰心先生李瑞环李岚清丁关根王光英程思远吴阶平何鲁丽许嘉璐王兆国赵朴初钱伟长陈俊生孙孚凌经叔平罗豪才张克辉王文元和雷洁琼同志等前来送别冰心先生在冰心病危期间和逝世以后江泽民李鹏朱镕基胡锦涛尉健行李铁映贾庆林温家宝曾庆红万里乔石荣毅仁丁石孙成思危叶选平巴金卢嘉锡习仲勋彭冲费孝通孙起孟杨静仁等用不同方式表示慰问和哀悼世纪中国杰出的文学大师忠诚的爱国主义者著名的社会活动家中国共产党的亲密朋友中国作家协会名誉主席中国民主促进会中央委员会名誉主席中国人民政治协商会议第九届全国委员会委员冰心先生是因病于今年月日在北京逝世的消息传出后海内外无数爱戴景仰冰心先生的读者和各界人士为之哀痛为之遗憾年月日出生于福州的冰心在五四运动的影响和新文化运动的兴起中登上文坛她的作品直面封建社会对女性的摧残军阀混战给人民带来的苦痛等重大社会问题被认为是当时极有代表性的问题小说而产生广泛社会影响而后她的创作在为人生的旗帜下源源流出诗集繁星春水推动了新诗初期的小诗写作潮流寄小读者的通讯散文成为我国最早的儿童文学力作新中国成立后她创作的小橘灯樱花赞等名篇脍炙人口广为流传改革开放以来她以高龄而笔耕不辍空巢万般皆上品想到就说三寄小读者等新作接连问世以数量之多内容之丰富风格之独特将自己的文学事业提升到一个新的境界甚至在她年近九旬之际她还以正直坦诚之心写作了我请求我感谢等充满真情实感的佳作在广大读者中引起强烈共鸣冰心先生曾任中国作协书记处书记顾问中国文联副主席中国民主促进会中央委员会副主席全国人民代表大会第一至五届代表中国人民政治协商会议第五至七届全国委员会常委和第八九届委员全国少儿福利基金会副会长全国妇联常委等职她为我国的文学事业妇女儿童事业的发展为坚持和完善中国共产党领导的多党合作和政治协商制度都作出了杰出的贡献附图片图为李瑞环同志向冰心先生的家属表示亲切慰问新华社记者刘建生摄图为李岚清同志向冰心献上她生前最喜爱的红玫瑰新华社记者刘建生摄,1999,0
维护名誉田普晓石梅第版法律与生活专栏以案说法维护名誉田普晓石梅年前在那场轰轰烈烈的上山下乡运动中北京的知识青年纷纷响应号召奔赴到了祖国的四面八方不久前一名没有返城而是留在了内蒙古的女知青孙某及丈夫杜某将两家报社和作者田某告到了北京市西城区人民法院理由是三被告侵犯了孙某杜某的名誉权侵犯了孙某的肖像权并要求赔偿其精神损失费事情是因一篇文章引起的年月日某报家庭周末版刊登了作者田某撰写的题为嫁给农民的女知青的文章为了让读者更清楚地了解女知青的现实情况作者还配发了余幅反映她们生活的照片该文章发表之时正值知青运动周年之际作者本人就是一名曾在内蒙古插过队的知青在原告孙某杜某诉三被告侵犯其名誉权一案中原告的代理人谈道原告孙某原是北京某中学的学生年插队到内蒙古后与同村村民杜某本案原告结婚生有一儿一女在政府和亲友的帮助下他们克服困难养育儿女共同维系家庭孙某未受到杜某的虐待孙某曾多次回京杜某每次都送至车站然而某报未经原告许可于年月日在该报的家庭周末版上刊登了嫁给农民的女知青一文该文宣扬了他们的隐私捏造事实公然丑化他们的人格形象诽谤了杜的名誉亦侵害了孙的名誉造成了二人的精神痛苦和不良的社会影响致使认识孙亲属的人亦认为孙的亲属缺乏人间亲情和家庭道德因此孙的名誉受到损害月日某文摘报转载了该文进一步扩大了侵权范围因此原告要求三被告登报声明承认错误并赔礼道歉由某报社和作者赔偿原告精神痛苦补偿费万元某文摘报社赔偿原告精神痛苦补偿费元在原告孙某诉三被告侵犯其肖像权一案中原告的代理人谈道嫁给农民的女知青一文用真名真姓描写了几名女知青插队后的生活经历在标题为套子里的人一章中作者以不实之词描写了原告孙某的情况并配发了她的一张近照照片上注有被丈夫锁了二十年的孙某某的字样同年月日某文摘报转载了该文和照片该照片在没有征得原告同意的情况下即予刊载宣扬了原告的隐私并丑化了原告的人格和形象造成不良影响侵犯了原告的肖像权因此要求三被告分别登报向原告致歉并赔偿原告精神补偿费法庭上三被告均表示我们没有侵犯原告的名誉权和肖像权不同意原告的诉讼请求某报社辩解道该报道事实基本真实不存在捏造丑化诽谤的内容相反该文发表后原告孙某受到了社会的广泛关注和同情客观效果良好我报刊登原告的照片为新闻照片不是肖像照片不须经原告的同意就可发表作者田某辩解道我是一名曾在内蒙古插过队的知青我写嫁给农民的女知青一文是为了关注社会问题希望能唤起全社会对这一代女知青命运的注意主观上并无恶意该文基本事实清楚该文不存在捏造丑化诽谤原告形象人格的内容对原告的名誉不构成侵权第三个被告某文摘报社辩解的理由是我报属文摘性的报纸稿源来自全国各大报某报作为国家级的大报我们相信其报道的准确性在编辑中我们对照片所配的文字作了改动因此未对原告的名誉权肖像权造成侵害经过法庭调查查明了这样的事实年在知识青年上山下乡运动周年之际某报家庭周末版在月日的头版和第三版刊登了作者田某撰写的嫁给农民的女知青的文章该文描写了位与当地农民结婚的女知青的命运全文配有幅照片及文字说明位女知青中其中一人即是本案的原告孙某在该文的套子里的人一章中记录了孙某及其丈夫杜某的生活状况文中对孙某的身世精神状况及对杜某的记叙基本属实但该文中有关杜某结婚后把孙某锁在屋里不让出来的描写缺乏依据同时该文涉及原告二人的生活秘密文章的发表未经原告二人的同意在该文配发的多幅照片中有一幅为原告坐在床上的照片照片上注有被丈夫锁了年的孙某某的文字该照片的拍摄提供者田某证实照片是她近年回内蒙古见到原告时经原告同意后拍摄的原配图文字为孙某某摘下口罩照张像吧某报在出版时变更了照片的文字说明某报的文章发表后原告孙某的亲属于月致信该报认为文中对原告二人的描写照片失实要求某报社道歉并赔偿精神损失某报为此致函原告二人所在地的妇女联合会了解原告二人的有关情况后该报在同年月日月日出版的家庭周末版上分别刊登更正声明和致歉称照片配图说明应为自我封闭了多年的孙某某法庭调查后还证实嫁给农民的女知青一文发表后引起了社会的广泛关注日前西城区人民法院对这两起侵犯名誉权案侵犯肖像权案分别作出了判决原告起诉的名誉权案法院判决某报社及作者田某某文摘报社分别刊登经法院核准的向原告孙某杜某的致歉声明某报社及作者赔偿原告孙某杜某精神损失抚慰金元原告起诉的肖像权案法院判决驳回原告孙某的诉讼请求宣判后原被告双方均未提出上诉,1999,0
在一条不足米长的街道两旁生产经销小四轮的厂店多达余家而取得生产资格的只有家都安小四轮何时让人心安牧童许冰第版经济周刊专栏在一条不足米长的街道两旁生产经销小四轮的厂店多达余家而取得生产资格的只有家都安小四轮何时让人心安牧童许冰月日虽然还没出正月十五当我们来到广西都安瑶族自治县县城安阳镇时位于镇大桥街道两旁的数十家制造多功能小四轮拖拉机的厂点已是热火朝天在一家名为桥头机械厂的生产点个满身油污的工人手拿电焊枪正忙着装配产品这个只有一间大约平方米厂房的个体经营户据说一年可以产销多辆小四轮拖拉机笔者问该店老板你们有生产许可证吗老板爽快回答我们没有生产许可证我们是挂靠在大厂下面生产的挂靠在哪个大厂答挂靠哪个厂的都有其所谓挂靠大厂下面生产只不过是给每台小四轮拖拉机花元元人民币购一张合格证而已据广西质量技术监督局稽查大队谢瑾瑜副大队长介绍截至目前都安县取得小四轮拖拉机生产资格的企业只有家而目前全县仍在生产的企业却有家左右均属个体经营产品除销广西外还销往云南贵州湖南四川江西等地每台售价万万元年全县产销小四轮拖拉机台左右笔者还注意到在各家制造小四轮拖拉机的门店外大都摆放着刚刚造好的小四轮拖拉机为了逃避执法部门的检查这些小四轮拖拉机没有厂名和品牌买卖成交时才根据用户需要交办一应俱全的手续如此生产小四轮拖拉机岂不让人忧从心起事实上劣质产品危害的警钟在这里早就敲响年月日广西大化县贡川乡覃元海在替别人新买的小四轮拖拉机充气时被飞出的右后轮锁圈及档圈击成重伤天后撒手人寰留下妻子一对儿女和万多元医疗费单据经广西农机产品质量监督检验站检测这台小四轮拖拉机由都安县澄江农机厂生产该机的前桥总成方向机总成后桥总成四个车轮总成均为旧件综合判定为不合格品笔者在都安采访时了解到生产击伤覃元海的小四轮拖拉机的那家企业都安县澄江农机厂早在年的广西农机产品质量定期监督检查中就因制动距离油耗密封性能滑行性能等四项指标不合格而被勒令要求整改但是该企业并没有吸取教训有关部门的处理措施也未能落到实处劣质农机伤人案发生后有关部门虽已吊销了这家企业的生产许可证但笔者在都安发现就在澄江农机厂的牌子被摘下后不久国营都安农机站拖拉机厂的招牌又在原址上挂了起来还是原来的地方还是以前的工人生产条件没有变仅仅换了一个法人代表这家新企业便又挂靠在一家大厂的名义下开张生产了广西壮族自治区质量技术监督局局长雷尊巍说都安县小四轮拖拉机产销存在的主要问题一是无标生产现象普遍在现有的余个生产加工企业中按规定进行企业标准备案的只有个二是无证无照用废旧部件拼装问题严重一些无证生产点随意在路边拼装生产即装即卖卖完当即离开知情人透露这种以旧充新以次充好的小四轮拖拉机在都安比比皆是都安卖的就是这种便宜货笔者在都安采访时看到尽管当地政府早就三令五申禁止无证生产和销售严禁使用废旧零配件拼装生产但都安的小四轮拖拉机生产问题仍十分突出亟待加大引导规范力度,1999,0
国际女足赛中国队进入决赛郑朝京第版体育专栏国际女足赛中国队进入决赛据新华社里斯本三月十八日电记者郑朝京第六届葡萄牙阿尔加维国际女足邀请赛今天在葡南部的阿尔加维结束了小组比赛分在组的中国国家女子足球队在最后一场比赛中以二比击败澳大利亚队从而以三战全胜的战绩名列小组第一将与美国队争夺本届邀请赛的冠军本届国际女足邀请赛的决赛将于二十日举行中国队将同美国队争夺冠军挪威队和丹麦队争夺季军,1999,0
